Var1,Var2
0.168996975806452,0.840696404569892
0.169713261648746,0.843189964157706
0.170429547491039,0.84568352374552
0.171145833333333,0.848177083333333
0.171463779956427,0.848931100217865
0.171781726579521,0.849685117102397
0.172099673202614,0.850439133986928
0.172263071895425,0.852124183006536
0.172426470588235,0.853809232026144
0.172898511256354,0.854873592955701
0.173370551924474,0.855937953885258
0.173842592592593,0.857002314814815
0.176586328976035,0.859312023420479
0.179330065359477,0.861621732026144
0.179209461562403,0.862567596483038
0.179088857765328,0.863513460939932
0.178968253968254,0.864459325396825
0.172971781305115,0.866787918871252
0.166975308641975,0.869116512345679
0.167532396462657,0.867088313194992
0.168089484283338,0.865060114044304
0.168646572104019,0.863031914893617
0.169392730496454,0.858046891790243
0.170138888888889,0.853061868686869
0.164528218694885,0.854284411576078
0.158917548500882,0.855506954465288
0.153306878306878,0.856729497354497
0.15448082010582,0.857773230820106
0.155654761904762,0.858816964285714
0.155799755799756,0.858847171347171
0.15594474969475,0.858877378408628
0.156089743589744,0.858907585470086
0.160591168091168,0.855495459401709
0.165092592592593,0.852083333333333
0.165208787218591,0.851279956427015
0.16532498184459,0.850476579520697
0.165441176470588,0.849673202614379
0.167095588235294,0.848509716386555
0.16875,0.84734623015873
0.169043209876543,0.847845017636684
0.169336419753086,0.848343805114638
0.16962962962963,0.848842592592593
0.169804131054131,0.851371082621083
0.169978632478632,0.853899572649573
0.17062361506806,0.854438706869262
0.171268597657487,0.854977841088952
0.171913580246914,0.855516975308642
0.172861552028219,0.854180445326279
0.173809523809524,0.852843915343915
0.16832671957672,0.853516313932981
0.162843915343915,0.854188712522046
0.157361111111111,0.854861111111111
0.164375,0.855251736111111
0.171388888888889,0.855642361111111
0.17102733686067,0.855977182539683
0.170665784832452,0.856312003968254
0.170304232804233,0.856646825396825
0.163865884518058,0.858426069703244
0.157427536231884,0.860205314009662
0.157792599912165,0.858718525838091
0.158157663592446,0.85723173766652
0.158522727272727,0.85574494949495
0.159487971823498,0.85404206539075
0.160453216374269,0.85233918128655
0.162443851173828,0.85397994533435
0.164434485973388,0.855620709382151
0.166425120772947,0.857261473429952
0.166288692073716,0.857514481570943
0.166152263374486,0.857767489711934
0.169710670709696,0.856567215363512
0.173269078044907,0.855366941015089
0.176827485380117,0.854166666666667
0.165889588100686,0.85378925120773
0.154951690821256,0.853411835748792
0.161739679402723,0.852847999926804
0.16852766798419,0.852284164104816
0.175315656565657,0.851720328282828
0.176612854737855,0.851744754088504
0.177910052910053,0.85176917989418
0.17234126984127,0.85326278659612
0.166772486772487,0.85475639329806
0.161203703703704,0.85625
0.160892857142857,0.857481812169312
0.160582010582011,0.858713624338624
0.165451138367805,0.857566237774571
0.170320266153599,0.856418851210518
0.175189393939394,0.855271464646465
0.164225131752306,0.854417133289416
0.153260869565217,0.853562801932367
0.152797906602254,0.852984098228664
0.152334943639291,0.85240539452496
0.151871980676328,0.851826690821256
0.154060990338164,0.850787082784365
0.15625,0.849747474747475
0.156736111111111,0.849281881313131
0.157222222222222,0.848816287878788
0.157708333333333,0.848350694444444
0.160317841880342,0.850056757478633
0.16292735042735,0.851762820512821
0.161910414688192,0.85201754906616
0.160893478949035,0.8522722776195
0.159876543209877,0.85252700617284
0.159929591049383,0.853346836419753
0.159982638888889,0.854166666666667
0.16062682748538,0.854562621832359
0.161271016081871,0.854958576998051
0.161915204678363,0.855354532163743
0.159330618212197,0.855918006822612
0.156746031746032,0.856481481481481
0.156550494593973,0.85709373322598
0.156354957441914,0.857705984970478
0.156159420289855,0.858318236714976
0.158337646652864,0.85934265010352
0.160515873015873,0.860367063492063
0.165967908902692,0.858023493213711
0.17141994478951,0.855679922935358
0.176871980676329,0.853336352657005
0.170033212560386,0.85757095410628
0.163194444444444,0.861805555555555
0.163143004115226,0.862860082304527
0.163091563786008,0.863914609053498
0.16304012345679,0.864969135802469
0.165147198480532,0.864575914055081
0.167254273504273,0.864182692307692
0.167232015669516,0.863496409069326
0.167209757834758,0.862810125830959
0.1671875,0.862123842592593
0.167687665343915,0.859550677910053
0.168187830687831,0.856977513227513
0.173004850088183,0.856908619929453
0.177821869488536,0.856839726631393
0.182638888888889,0.856770833333333
0.181001984126984,0.855179398148148
0.179365079365079,0.853587962962963
0.179221781305115,0.85374871399177
0.17907848324515,0.853909465020576
0.178935185185185,0.854070216049383
0.171834742351047,0.855477137010199
0.164734299516908,0.856884057971015
0.170253149569006,0.856693130150611
0.175771999621104,0.856502202330207
0.181290849673203,0.856311274509804
0.174803410947712,0.856107026143791
0.168315972222222,0.855902777777778
0.16929012345679,0.856168016975309
0.170264274691358,0.85643325617284
0.171238425925926,0.85669849537037
